"","sessionCode","workerId","age","gender","language","qualification","effort","sincerity","sessionStart","sessionEnd","ipAddress","browserName","browserVersion","similarityClosed","similarityOpen","repetitionClosed","repetitionOpen","analogyClosed","analogyOpen","sessionEndTs","sessionStartTs","sessionDuration","quali","unit_id","created_at","id","started_at","tainted","channel","trust","worker_id","country","region","city","ip","conf_code","contributor_id","feedback","date","hour","dayblock","overall_cor","timeDragMedian","rel_cor"
"38","ef0ujhey6ctx",38005980,28,"male","en","university",3,"yes","Tue_Jun_07_2016_07-25-57","Tue_Jun_07_2016_07-59-07","104.244.75.162","Chrome",50,"yes","the ending part of each sentences in a story is the continues part of the next sentences.","yes","names were repeated and used between the stories","no",NA,2016-06-07 07:59:07,2016-06-07 07:25:57,33.1666666666667,"university",968897076,"6/7/2016 12:30:35",2011701967,"6/7/2016 12:30:07","false","elite",1,38005980,"USA","WY","Cheyenne","104.244.75.162","ef0ujhey6ctx-wgsk4qf6680d",13,"","2016-06-07",7,"morning",0.802083333333333,19719.5,0.777777777777778
"55","p1p8v288kk5z",33721948,49,"female","en","highschool",2,"yes","Tue_Jun_07_2016_07-45-46","Tue_Jun_07_2016_07-57-31","24.106.244.178","Chrome",50,"yes","the strange names","yes","failing and attacking
","no",NA,2016-06-07 07:57:31,2016-06-07 07:45:46,11.75,"highschool",968897076,"6/7/2016 11:57:46",2011684213,"6/7/2016 11:45:01","false","clixsense",1,33721948,"USA","OH","Mansfield","24.106.244.178","p1p8v288kk5z-wgsk4qf6680d",6,"","2016-06-07",7,"morning",0.666666666666667,8104,0.444444444444444
"47","mlmrrqnm9vwp",15287417,45,"female","en","university",2,"yes","Tue_Jun_07_2016_08-04-01","Tue_Jun_07_2016_08-19-38","193.58.220.15","Chrome",50,"no",NA,"yes","Some of the names","yes","Cause and effect between each line.  One person did something to the next, the next did something to the next and the third suffered a loss.",2016-06-07 08:19:38,2016-06-07 08:04:01,15.6166666666667,"university",968897076,"6/7/2016 12:19:50",2011696228,"6/7/2016 12:03:52","false","prodege",1,15287417,"USA","VA","Richmond","193.58.220.15","mlmrrqnm9vwp-wgsk4qf6680d",2,"","2016-06-07",8,"morning",0.625,10425,0.527777777777778
"65","r8kzdjdthbul",38028859,25,"female","en","university",3,"yes","Tue_Jun_07_2016_08-29-09","Tue_Jun_07_2016_08-50-03","216.126.224.170","Chrome",50,"yes","all the stories used very similar names","yes","names were used often in several stories","no",NA,2016-06-07 08:50:03,2016-06-07 08:29:09,20.9,"university",968897076,"6/7/2016 13:20:21",2011734985,"6/7/2016 12:58:56","false","elite",1,38028859,"USA","CA","Los Angeles","216.126.224.170","r8kzdjdthbul-wgsk4qf6680d",14,"","2016-06-07",8,"morning",0.802083333333333,19463.5,0.722222222222222
"36","e4bm62rukn69",28314668,26,"female","en","university",2,"yes","Tue_Jun_07_2016_08-57-16","Tue_Jun_07_2016_09-09-58","198.200.216.4","Firefox",43,"no",NA,"yes","A is attached to B, B attached to C, something happens to C.","yes","no",2016-06-07 09:09:58,2016-06-07 08:57:16,12.7,"university",968897076,"6/7/2016 16:10:12",2011871968,"6/7/2016 15:54:47","false","prodege",1,28314668,"USA","OR","Roseburg","198.200.216.4","e4bm62rukn69-wgsk4qf6680d",4,"","2016-06-07",8,"morning",0.708333333333333,8079.5,0.638888888888889
"66","ramulud5dd10",37881494,29,"male","en","university",3,"yes","Tue_Jun_07_2016_09-13-13","Tue_Jun_07_2016_09-30-34","104.185.26.183","Chrome",50,"yes","It was usualy ""X does Y"" ""Y does Z"" ""Z does"" structure","yes","Again, the structure.","yes","Most of them did!
""Jim find security vulnerability Bob"" ""Bob disrupts security of Carol"" ""Carol gets robbed""",2016-06-07 09:30:34,2016-06-07 09:13:13,17.35,"university",968897076,"6/7/2016 14:30:54",2011787825,"6/7/2016 14:12:44","false","coinworker",1,37881494,"USA","IL","Oswego","104.185.26.183","ramulud5dd10-wgsk4qf6680d",12,"","2016-06-07",9,"morning",0.854166666666667,10431,0.722222222222222
"48","mwguxqngbrl8",28564242,19,"female","en","highschool",3,"yes","Tue_Jun_07_2016_09-30-27","Tue_Jun_07_2016_09-45-27","76.247.176.9","Chrome",51,"no",NA,"no",NA,"no",NA,2016-06-07 09:45:27,2016-06-07 09:30:27,15,"highschool",968897076,"6/7/2016 16:46:24",2011924793,"6/7/2016 16:29:49","false","tremorgames",1,28564242,"USA","CA","Milpitas","76.247.176.9","mwguxqngbrl8-wgsk4qf6680d",5,"It was a bit stressful, but interesting nonetheless.","2016-06-07",9,"morning",0.78125,9160,0.611111111111111
"61","qvf2larpc957",13962932,23,"female","en","highschool",2,"yes","Tue_Jun_07_2016_09-42-01","Tue_Jun_07_2016_09-59-03","108.245.176.67","Firefox",46,"no",NA,"no",NA,"no",NA,2016-06-07 09:59:03,2016-06-07 09:42:01,17.0333333333333,"highschool",968897076,"6/7/2016 14:59:46",2011812288,"6/7/2016 14:41:46","false","prodege",1,13962932,"USA","WI","Manitowoc","108.245.176.67","qvf2larpc957-wgsk4qf6680d",1,"It was really hard and I know I didn't do well at all.","2016-06-07",9,"morning",0.447916666666667,11659,0.166666666666667
"4","1geu3e4p83xs",16609393,21,"female","en","highschool",3,"yes","Tue_Jun_07_2016_12-32-51","Tue_Jun_07_2016_12-50-46","216.246.144.217","Firefox",46,"no",NA,"no",NA,"no",NA,2016-06-07 12:50:46,2016-06-07 12:32:51,17.9166666666667,"highschool",968897076,"6/7/2016 16:51:03",2011932170,"6/7/2016 16:32:22","false","prodege",1,16609393,"USA","ME","Sanford","216.246.144.217","1geu3e4p83xs-wgsk4qf6680d",3,"","2016-06-07",12,"afternoon",0.333333333333333,15282,0.361111111111111
"13","4temutmp6jf0",37647371,24,"male","en","highschool",2,"yes","Tue_Jun_07_2016_13-03-19","Tue_Jun_07_2016_13-20-03","199.195.249.22","Chrome",50,"yes","there was a structure of 3 names","yes","2 actions and a consequence","no",NA,2016-06-07 13:20:03,2016-06-07 13:03:19,16.7333333333333,"highschool",968897076,"6/7/2016 17:50:43",2012018696,"6/7/2016 17:33:04","false","elite",1,37647371,"USA","NY","Buffalo","199.195.249.22","4temutmp6jf0-wgsk4qf6680d",11,"","2016-06-07",13,"afternoon",0.854166666666667,13352,0.75
"6","1pt1nou79von",7461070,62,"female","en","highschool",3,"yes","Tue_Jun_07_2016_13-38-04","Tue_Jun_07_2016_14-03-09","107.199.12.87","Chrome",50,"no",NA,"no",NA,"no",NA,2016-06-07 14:03:09,2016-06-07 13:38:04,25.0833333333333,"highschool",968897076,"6/7/2016 18:03:27",2012039508,"6/7/2016 17:37:23","false","fusioncash",1,7461070,"USA","FL","Orlando","107.199.12.87","1pt1nou79von-wgsk4qf6680d",18,"","2016-06-07",13,"afternoon",0.78125,23069.5,0.75
