"title","names","condition","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","X","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","name1_cor","name2_cor","rel_cor","first","overall_cor","uniqueStatement"
"hacker","Uvman,Roze,Goxos,Zimob,Ohan,Upel","analogues","hebb",9,290323,"0.0-4.0-5.0","3uxcgpu3626q",NA,"Code Roze cracks the firewall of company Goxos.","Roze","cracks sth. of",10912,3,"cracks sth. of","Roze","Goxos","Goxos","2",7,TRUE,TRUE,TRUE,0,1,"hacker2"
"hacker","Uvman,Roze,Goxos,Zimob,Ohan,Upel","analogues","hebb",9,290323,"0.0-4.0-5.0","3uxcgpu3626q",NA,"Company Goxos suffers a data loss.","Goxos","suffers sth.",11096,2,"suffers sth.","Goxos",NA,NA,"3",7,TRUE,NA,TRUE,0,1,"hacker3"
"fox","Olag,Zidep,Reok,Thyra,Pide,Newi","analogues","hebb",10,332307,"0.0-4.0-6.0","3uxcgpu3626q",NA,"Fox Olag digs tunnel Zidep.","Pide","digs",11223,3,"digs","Olag","Zidep","Zidep","1",8,FALSE,TRUE,TRUE,0,0.666666666666667,"fox1"
"fox","Olag,Zidep,Reok,Thyra,Pide,Newi","analogues","hebb",10,332307,"0.0-4.0-6.0","3uxcgpu3626q",NA,"Tunnel Zidep leads to coop of chicken Reok.","Zidep","digs",11608,3,"leads to sth. of","Zidep","Reok","Reok","2",8,TRUE,TRUE,FALSE,0,0.666666666666667,"fox2"
"fox","Olag,Zidep,Reok,Thyra,Pide,Newi","analogues","hebb",10,332307,"0.0-4.0-6.0","3uxcgpu3626q",NA,"Chicken Reok is devoured.","Reok","is devoured",8648,2,"is devoured","Reok",NA,NA,"3",8,TRUE,NA,TRUE,0,1,"fox3"
"mining","Kawud,Lenik,Upno,Meuf,Wehif,Ena","fillers","hebb",11,375626,"0.0-4.0-7.0","3uxcgpu3626q",NA,"Mining company Kawud has a lot of resource Lenik.","Kawud","has a lot of",12401,3,"has a lot of","Kawud","Lenik","Lenik","1",9,TRUE,TRUE,TRUE,0,1,"mining1"
"mining","Kawud,Lenik,Upno,Meuf,Wehif,Ena","fillers","hebb",11,375626,"0.0-4.0-7.0","3uxcgpu3626q",NA,"Resource Lenik is sparse in country Upno.","Lenik","is sparse in",11352,3,"is sparse in","Lenik","Upno","Upno","2",9,TRUE,TRUE,TRUE,0,1,"mining2"
"mining","Kawud,Lenik,Upno,Meuf,Wehif,Ena","fillers","hebb",11,375626,"0.0-4.0-7.0","3uxcgpu3626q",NA,"Country Upno starts negotiating.","Upno","starts negotiating",9064,2,"starts negotiating","Upno",NA,NA,"3",9,TRUE,NA,TRUE,0,1,"mining3"
"pump","Napib,Hadith,Ofes,Uyim,Ifeh,Henu","fillers","hebb",12,418098,"0.0-4.0-8.0","3uxcgpu3626q",NA,"Plumber Napib installs pump Hadith.","Napib","soakes up",13336,3,"installs","Napib","Hadith","Hadith","1",10,TRUE,TRUE,FALSE,0,0.666666666666667,"pump1"
"pump","Napib,Hadith,Ofes,Uyim,Ifeh,Henu","fillers","hebb",12,418098,"0.0-4.0-8.0","3uxcgpu3626q",NA,"Pump Hadith sucks water from ground Ofes.","Hadith","sucks sth. from",8599,3,"sucks sth. from","Hadith","Ofes","Ofes","2",10,TRUE,TRUE,TRUE,0,1,"pump2"
"pump","Napib,Hadith,Ofes,Uyim,Ifeh,Henu","fillers","hebb",12,418098,"0.0-4.0-8.0","3uxcgpu3626q",NA,"Ground Ofes dries up.","Ofes","dries up",10032,2,"dries up","Ofes",NA,NA,"3",10,TRUE,NA,TRUE,0,1,"pump3"
"bacteria","Inag,Hize,Thygef,Niem,Titho,Igoth","analogues","hebb",13,463898,"0.0-4.0-9.0","3uxcgpu3626q",NA,"Bacteria Inag emits enzyme Hize.","Inag","emits",15272,3,"emits","Inag","Hize","Hize","1",11,TRUE,TRUE,TRUE,0,1,"bacteria1"
"bacteria","Inag,Hize,Thygef,Niem,Titho,Igoth","analogues","hebb",13,463898,"0.0-4.0-9.0","3uxcgpu3626q",NA,"Enzyme Hize dissolves the membrane of organ Thygef.","Hize","dissolves sth. of",9145,3,"dissolves sth. of","Hize","Thygef","Thygef","2",11,TRUE,TRUE,TRUE,0,1,"bacteria2"
"bacteria","Inag,Hize,Thygef,Niem,Titho,Igoth","analogues","hebb",13,463898,"0.0-4.0-9.0","3uxcgpu3626q",NA,"Organ Thygef fails.","Thygef","fails",10880,4,"fails","Thygef",NA,NA,"3",11,TRUE,NA,TRUE,0,1,"bacteria3"
"crusader","Ahow,Zugew,Lyde,Hoyl,Huluw,Gena","analogues","hebb",14,505060,"0.0-4.0-10.0","3uxcgpu3626q",NA,"Crusader group Ahow buys weapon Zugew.","Hoyl","breaches sth. of",12841,3,"buys","Ahow","Zugew","Zugew","1",12,FALSE,TRUE,FALSE,0,0.333333333333333,"crusader1"
"crusader","Ahow,Zugew,Lyde,Hoyl,Huluw,Gena","analogues","hebb",14,505060,"0.0-4.0-10.0","3uxcgpu3626q",NA,"Weapon Zugew breaches the fortification of town Lyde.","Zugew","breaks sth. of",8536,3,"breaches sth. of","Zugew","Lyde","Lyde","2",12,TRUE,TRUE,FALSE,0,0.666666666666667,"crusader2"
"crusader","Ahow,Zugew,Lyde,Hoyl,Huluw,Gena","analogues","hebb",14,505060,"0.0-4.0-10.0","3uxcgpu3626q",NA,"Town Lyde is invaded.","Lyde","is invaded",9280,2,"is invaded","Lyde",NA,NA,"3",12,TRUE,NA,TRUE,0,1,"crusader3"
"meteo","Yuxeh,Ilres,Adjo,Enmob,Thisun,Rivo","burns","hebb",16,577491,"0.0-4.0-12.0","3uxcgpu3626q",NA,"Cloud Yuxeh collects humidity over ocean Ilres.","Yuxeh","collects humidity over",16670,3,"collects humidity over","Yuxeh","Ilres","Ilres","1",14,TRUE,TRUE,TRUE,0,1,"meteo1"
"meteo","Yuxeh,Ilres,Adjo,Enmob,Thisun,Rivo","burns","hebb",16,577491,"0.0-4.0-12.0","3uxcgpu3626q",NA,"Ocean Ilres lies next to the beaches of area Adjo.","Ilres","lies next to",14328,3,"lies next to","Ilres","Adjo","Adjo","2",14,TRUE,TRUE,TRUE,0,1,"meteo2"
"meteo","Yuxeh,Ilres,Adjo,Enmob,Thisun,Rivo","burns","hebb",16,577491,"0.0-4.0-12.0","3uxcgpu3626q",NA,"Area Adjo is fertile.","Adjo","is fertile",8096,2,"is fertile","Adjo",NA,NA,"3",14,TRUE,NA,TRUE,0,1,"meteo3"
"employee","Vipal,Itbob,Uwit,Vilux,Dugoz,Ihab","fillers","hebb",17,622883,"0.0-4.0-13.0","3uxcgpu3626q",NA,"Employee Vipal is assigned to project Itbob.","Vipal","is assigned to",15873,3,"is assigned to","Vipal","Itbob","Itbob","1",15,TRUE,TRUE,TRUE,0,1,"employee1"
"employee","Vipal,Itbob,Uwit,Vilux,Dugoz,Ihab","fillers","hebb",17,622883,"0.0-4.0-13.0","3uxcgpu3626q",NA,"Project Itbob supports agenda of manager Uwit.","Itbob","supports sth. of",9505,3,"supports sth. of","Itbob","Uwit","Uwit","2",15,TRUE,TRUE,TRUE,0,1,"employee2"
"employee","Vipal,Itbob,Uwit,Vilux,Dugoz,Ihab","fillers","hebb",17,622883,"0.0-4.0-13.0","3uxcgpu3626q",NA,"Manager Uwit gets a promotion.","Uwit","gets a promotion",9511,2,"gets a promotion","Uwit",NA,NA,"3",15,TRUE,NA,TRUE,0,1,"employee3"
"neighbor","Mabi,Vivaf,Ezol,Turow,Ofpoz,Ottha","fillers","hebb",18,664891,"0.0-4.0-14.0","3uxcgpu3626q",NA,"Man Mabi takes care of cat Vivaf.","Mabi","takes care of",12911,3,"takes care of","Mabi","Vivaf","Vivaf","1",16,TRUE,TRUE,TRUE,0,1,"neighbor1"
"neighbor","Mabi,Vivaf,Ezol,Turow,Ofpoz,Ottha","fillers","hebb",18,664891,"0.0-4.0-14.0","3uxcgpu3626q",NA,"Cat Vivaf walks over the flowers of neighbor Ezol","Vivaf","walks over sth. of",9399,3,"walks over sth. of","Vivaf","Ezol","Ezol","2",16,TRUE,TRUE,TRUE,0,1,"neighbor2"
"neighbor","Mabi,Vivaf,Ezol,Turow,Ofpoz,Ottha","fillers","hebb",18,664891,"0.0-4.0-14.0","3uxcgpu3626q",NA,"Neighbor Ezol gets angry.","Ezol","gets aroused",9192,2,"gets angry","Ezol",NA,NA,"3",16,TRUE,NA,FALSE,0,0.5,"neighbor3"
"lawyer","Potho,Felac,Afi,Eshbu,Fozeh,Epnux","analogues","hebb",19,707499,"0.0-4.0-15.0","3uxcgpu3626q",NA,"Lawyer Potho finds loophole Felac.","Potho","finds",12432,3,"finds","Potho","Felac","Felac","1",17,TRUE,TRUE,TRUE,0,1,"lawyer1"
"lawyer","Potho,Felac,Afi,Eshbu,Fozeh,Epnux","analogues","hebb",19,707499,"0.0-4.0-15.0","3uxcgpu3626q",NA,"Loophole Felac bypasses contract of union Afi.","Felac","bypasses sth. of",8977,3,"bypasses sth. of","Felac","Afi","Afi","2",17,TRUE,TRUE,TRUE,0,1,"lawyer2"
"lawyer","Potho,Felac,Afi,Eshbu,Fozeh,Epnux","analogues","hebb",19,707499,"0.0-4.0-15.0","3uxcgpu3626q",NA,"Union Afi loses a lawsuit.","Afi","loses sth.",10695,3,"loses sth.","Afi",NA,NA,"3",17,TRUE,NA,TRUE,0,1,"lawyer3"
"robber","Awiz,Eefar,Afik,Rove,Molash,Evib","analogues","hebb",20,753403,"0.0-4.0-16.0","3uxcgpu3626q",NA,"Criminal Awiz learns about security issue Eefar.","Awiz","learns about",13097,3,"learns about","Awiz","Eefar","Eefar","1",18,TRUE,TRUE,TRUE,0,1,"robber1"
"robber","Awiz,Eefar,Afik,Rove,Molash,Evib","analogues","hebb",20,753403,"0.0-4.0-16.0","3uxcgpu3626q",NA,"Security issue Eefar suspends alarm system of museum Afik.","Eefar","endures loss",13135,3,"suspends sth. of","Eefar","Afik","Afik","2",18,TRUE,TRUE,FALSE,0,0.666666666666667,"robber2"
"robber","Awiz,Eefar,Afik,Rove,Molash,Evib","analogues","hebb",20,753403,"0.0-4.0-16.0","3uxcgpu3626q",NA,"Museum Afik gets robbed.","Afik","gets robbed",9168,2,"gets robbed","Afik",NA,NA,"3",18,TRUE,NA,TRUE,0,1,"robber3"
"meteo","Assit,Itbob,Reok,Lothe,Ohuy,Zugew","burns","hebb",4,68575,"0.0-4.0-0.0","4e3b4uwv3huu",NA,"Cloud Assit collects humidity over ocean Itbob.","Assit","collects humidity over",14400,3,"collects humidity over","Assit","Itbob","Itbob","1",2,TRUE,TRUE,TRUE,0,1,"meteo1"
"meteo","Assit,Itbob,Reok,Lothe,Ohuy,Zugew","burns","hebb",4,68575,"0.0-4.0-0.0","4e3b4uwv3huu",NA,"Ocean Itbob lies next to the beaches of area Reok.","Itbob","lies next to",13136,3,"lies next to","Itbob","Reok","Reok","2",2,TRUE,TRUE,TRUE,0,1,"meteo2"
"meteo","Assit,Itbob,Reok,Lothe,Ohuy,Zugew","burns","hebb",4,68575,"0.0-4.0-0.0","4e3b4uwv3huu",NA,"Area Reok is fertile.","Reok","is fertile",12811,2,"is fertile","Reok",NA,NA,"3",2,TRUE,NA,TRUE,0,1,"meteo3"
"school","Dohod,Mewep,Hoyl,Mawi,Fozeh,Igoth","burns","hebb",5,117296,"0.0-4.0-1.0","4e3b4uwv3huu",NA,"School girl Dohod beats boy Mewep.","Dohod","beats",14455,3,"beats","Dohod","Mewep","Mewep","1",3,TRUE,TRUE,TRUE,0,1,"school1"
"school","Dohod,Mewep,Hoyl,Mawi,Fozeh,Igoth","burns","hebb",5,117296,"0.0-4.0-1.0","4e3b4uwv3huu",NA,"Boy Mewep reports to teacher Hoyl.","Mewep","reports to",12329,3,"reports to","Mewep","Hoyl","Hoyl","2",3,TRUE,TRUE,TRUE,0,1,"school2"
"school","Dohod,Mewep,Hoyl,Mawi,Fozeh,Igoth","burns","hebb",5,117296,"0.0-4.0-1.0","4e3b4uwv3huu",NA,"Teacher Hoyl calls parents.","Hoyl","calls parents",11430,2,"calls parents","Hoyl",NA,NA,"3",3,TRUE,NA,TRUE,0,1,"school3"
"insect","Roze,Yoges,Vivaf,Kawud,Potho,Ilres","burns","hebb",6,167127,"0.0-4.0-2.0","4e3b4uwv3huu",NA,"Perfume Roze attracts insect Yoges.","Roze","attracts",13743,3,"attracts","Roze","Yoges","Yoges","1",4,TRUE,TRUE,TRUE,0,1,"insect1"
"insect","Roze,Yoges,Vivaf,Kawud,Potho,Ilres","burns","hebb",6,167127,"0.0-4.0-2.0","4e3b4uwv3huu",NA,"Insect Yoges attacks woman Vivaf.","Yoges","attacks",12149,3,"attacks","Yoges","Vivaf","Vivaf","2",4,TRUE,TRUE,TRUE,0,1,"insect2"
"insect","Roze,Yoges,Vivaf,Kawud,Potho,Ilres","burns","hebb",6,167127,"0.0-4.0-2.0","4e3b4uwv3huu",NA,"Woman Vivaf has an allergic reaction.","Vivaf","has an allergic reaction",13432,2,"has an allergic reaction","Vivaf",NA,NA,"3",4,TRUE,NA,TRUE,0,1,"insect3"
"farm","Ena,Ribi,Thyra,Rove,Evib,Ezol","fillers","hebb",7,224462,"0.0-4.0-3.0","4e3b4uwv3huu",NA,"Farmer Ena purchases machine Ribi.","Ena","buys",18633,4,"purchases","Ena","Ribi","Ribi","1",5,TRUE,TRUE,FALSE,0,0.666666666666667,"farm1"
"farm","Ena,Ribi,Thyra,Rove,Evib,Ezol","fillers","hebb",7,224462,"0.0-4.0-3.0","4e3b4uwv3huu",NA,"Machine Ribi can collect fruit of plant Thyra.","Ribi","can collect",16205,4,"can collect","Ribi","Thyra","Thyra","2",5,TRUE,TRUE,TRUE,0,1,"farm2"
"farm","Ena,Ribi,Thyra,Rove,Evib,Ezol","fillers","hebb",7,224462,"0.0-4.0-3.0","4e3b4uwv3huu",NA,"Plant Thyra are harvested automatically.","Thyra","are harvested automatically",11991,2,"are harvested automatically","Thyra",NA,NA,"3",5,TRUE,NA,TRUE,0,1,"farm3"
"employee","Newi,Paza,Vipal,Upno,Vuloz,Molash","fillers","hebb",8,275753,"0.0-4.0-4.0","4e3b4uwv3huu",NA,"Employee Newi is assigned to project Paza.","Newi","is assigned to",17264,3,"is assigned to","Newi","Paza","Paza","1",6,TRUE,TRUE,TRUE,0,1,"employee1"
"employee","Newi,Paza,Vipal,Upno,Vuloz,Molash","fillers","hebb",8,275753,"0.0-4.0-4.0","4e3b4uwv3huu",NA,"Project Paza supports agenda of manager Vipal.","Paza","supports sth. of",11750,3,"supports sth. of","Paza","Vipal","Vipal","2",6,TRUE,TRUE,TRUE,0,1,"employee2"
"employee","Newi,Paza,Vipal,Upno,Vuloz,Molash","fillers","hebb",8,275753,"0.0-4.0-4.0","4e3b4uwv3huu",NA,"Manager Vipal gets a promotion.","Vipal","gets a promotion",11773,2,"gets a promotion","Vipal",NA,NA,"3",6,TRUE,NA,TRUE,0,1,"employee3"
"bacteria","Upel,Romap,Yuxeh,Titho,Pobat,Lyde","analogues","hebb",9,324529,"0.0-4.0-5.0","4e3b4uwv3huu",NA,"Bacteria Upel emits enzyme Romap.","Upel","emits",13268,3,"emits","Upel","Romap","Romap","1",7,TRUE,TRUE,TRUE,0,1,"bacteria1"
"bacteria","Upel,Romap,Yuxeh,Titho,Pobat,Lyde","analogues","hebb",9,324529,"0.0-4.0-5.0","4e3b4uwv3huu",NA,"Enzyme Romap dissolves the membrane of organ Yuxeh.","Romap","dissolves sth. of",11085,3,"dissolves sth. of","Romap","Yuxeh","Yuxeh","2",7,TRUE,TRUE,TRUE,0,1,"bacteria2"
"bacteria","Upel,Romap,Yuxeh,Titho,Pobat,Lyde","analogues","hebb",9,324529,"0.0-4.0-5.0","4e3b4uwv3huu",NA,"Organ Yuxeh fails.","Yuxeh","fails",13916,2,"fails","Yuxeh",NA,NA,"3",7,TRUE,NA,TRUE,0,1,"bacteria3"
"crusader","Niem,Rothuk,Mabi,Matmag,Awiz,Saly","analogues","hebb",10,368870,"0.0-4.0-6.0","4e3b4uwv3huu",NA,"Crusader group Niem buys weapon Rothuk.","Niem","buys",13891,3,"buys","Niem","Rothuk","Rothuk","1",8,TRUE,TRUE,TRUE,0,1,"crusader1"
"crusader","Niem,Rothuk,Mabi,Matmag,Awiz,Saly","analogues","hebb",10,368870,"0.0-4.0-6.0","4e3b4uwv3huu",NA,"Weapon Rothuk breaches the fortification of town Mabi.","Rothuk","breaches sth. of",10595,3,"breaches sth. of","Rothuk","Mabi","Mabi","2",8,TRUE,TRUE,TRUE,0,1,"crusader2"
"crusader","Niem,Rothuk,Mabi,Matmag,Awiz,Saly","analogues","hebb",10,368870,"0.0-4.0-6.0","4e3b4uwv3huu",NA,"Town Mabi is invaded.","Mabi","is invaded",9350,2,"is invaded","Mabi",NA,NA,"3",8,TRUE,NA,TRUE,0,1,"crusader3"
"pump","Uyim,Enmob,Hosen,Gabit,Thuha,Vilux","fillers","hebb",11,421849,"0.0-4.0-7.0","4e3b4uwv3huu",NA,"Plumber Uyim installs pump Enmob.","Enmob","builds",27597,3,"installs","Uyim","Hosen","Enmob","1",9,FALSE,FALSE,FALSE,0,0,"pump1"
"pump","Uyim,Enmob,Hosen,Gabit,Thuha,Vilux","fillers","hebb",11,421849,"0.0-4.0-7.0","4e3b4uwv3huu",NA,"Pump Enmob sucks water from ground Hosen.","Enmob","transports sth. from",9156,3,"sucks sth. from","Enmob","Hosen","Hosen","2",9,TRUE,TRUE,FALSE,0,0.666666666666667,"pump2"
"pump","Uyim,Enmob,Hosen,Gabit,Thuha,Vilux","fillers","hebb",11,421849,"0.0-4.0-7.0","4e3b4uwv3huu",NA,"Ground Hosen dries up.","Hosen","dehydrates",5720,2,"dries up","Hosen",NA,NA,"3",9,TRUE,NA,FALSE,0,0.5,"pump3"
"neighbor","Goxos,Eshbu,Epnux,Ewey,Hoap,Meuf","fillers","hebb",12,472213,"0.0-4.0-8.0","4e3b4uwv3huu",NA,"Man Goxos takes care of cat Eshbu.","Epnux","takes care of",17194,5,"takes care of","Goxos","Eshbu","Eshbu","1",10,FALSE,TRUE,TRUE,0,0.666666666666667,"neighbor1"
"neighbor","Goxos,Eshbu,Epnux,Ewey,Hoap,Meuf","fillers","hebb",12,472213,"0.0-4.0-8.0","4e3b4uwv3huu",NA,"Cat Eshbu walks over the flowers of neighbor Epnux","Eshbu","looks after",13220,3,"walks over sth. of","Eshbu","Epnux","Epnux","2",10,TRUE,TRUE,FALSE,0,0.666666666666667,"neighbor2"
"neighbor","Goxos,Eshbu,Epnux,Ewey,Hoap,Meuf","fillers","hebb",12,472213,"0.0-4.0-8.0","4e3b4uwv3huu",NA,"Neighbor Epnux gets angry.","Epnux","gets angry",9445,2,"gets angry","Epnux",NA,NA,"3",10,TRUE,NA,TRUE,0,1,"neighbor3"
"lawyer","Ihab,Owih,Uhuy,Ahow,Wutoc,Idog","analogues","hebb",13,520211,"0.0-4.0-9.0","4e3b4uwv3huu",NA,"Lawyer Ihab finds loophole Owih.","Ihab","finds",16160,4,"finds","Ihab","Owih","Owih","1",11,TRUE,TRUE,TRUE,0,1,"lawyer1"
"lawyer","Ihab,Owih,Uhuy,Ahow,Wutoc,Idog","analogues","hebb",13,520211,"0.0-4.0-9.0","4e3b4uwv3huu",NA,"Loophole Owih bypasses contract of union Uhuy.","Owih","bypasses sth. of",10767,3,"bypasses sth. of","Owih","Uhuy","Uhuy","2",11,TRUE,TRUE,TRUE,0,1,"lawyer2"
"lawyer","Ihab,Owih,Uhuy,Ahow,Wutoc,Idog","analogues","hebb",13,520211,"0.0-4.0-9.0","4e3b4uwv3huu",NA,"Union Uhuy loses a lawsuit.","Uhuy","loses sth.",10564,2,"loses sth.","Uhuy",NA,NA,"3",11,TRUE,NA,TRUE,0,1,"lawyer3"
"hacker","Uvman,Napib,Zidep,Wecin,Ohan,Wehif","analogues","hebb",14,574356,"0.0-4.0-10.0","4e3b4uwv3huu",NA,"Hacker Uvman writes computer code Napib.","Uvman","writes",13913,3,"writes","Uvman","Napib","Napib","1",12,TRUE,TRUE,TRUE,0,1,"hacker1"
"hacker","Uvman,Napib,Zidep,Wecin,Ohan,Wehif","analogues","hebb",14,574356,"0.0-4.0-10.0","4e3b4uwv3huu",NA,"Code Napib cracks the firewall of company Zidep.","Napib","cracks sth. of",15765,4,"cracks sth. of","Napib","Zidep","Zidep","2",12,TRUE,TRUE,TRUE,0,1,"hacker2"
"hacker","Uvman,Napib,Zidep,Wecin,Ohan,Wehif","analogues","hebb",14,574356,"0.0-4.0-10.0","4e3b4uwv3huu",NA,"Company Zidep suffers a data loss.","Zidep","suffers sth.",13961,2,"suffers sth.","Zidep",NA,NA,"3",12,TRUE,NA,TRUE,0,1,"hacker3"
"fish","Huluw,Kesal,Hadith,Puvi,Misug,Owmi","burns","hebb",16,645012,"0.0-4.0-12.0","4e3b4uwv3huu",NA,"Fisher Huluw cultivates sea grass Kesal.","Huluw","cultivates",11506,3,"cultivates","Huluw","Kesal","Kesal","1",14,TRUE,TRUE,TRUE,0,1,"fish1"
"fish","Huluw,Kesal,Hadith,Puvi,Misug,Owmi","burns","hebb",16,645012,"0.0-4.0-12.0","4e3b4uwv3huu",NA,"Sea grass Kesal is eaten by fish Hadith.","Kesal","is eaten by",11887,3,"is eaten by","Kesal","Hadith","Hadith","2",14,TRUE,TRUE,TRUE,0,1,"fish2"
"fish","Huluw,Kesal,Hadith,Puvi,Misug,Owmi","burns","hebb",16,645012,"0.0-4.0-12.0","4e3b4uwv3huu",NA,"Fish Hadith is captured.","Hadith","is captured",13790,2,"is captured","Hadith",NA,NA,"3",14,TRUE,NA,TRUE,0,1,"fish3"
"storm","Ebib,Uwit,Pide,Ottha,Henu,Upum","fillers","hebb",17,691297,"0.0-4.0-13.0","4e3b4uwv3huu",NA,"Storm Ebib hits tree Uwit.","Ebib","hits",13619,3,"hits","Ebib","Uwit","Uwit","1",15,TRUE,TRUE,TRUE,0,1,"storm1"
"storm","Ebib,Uwit,Pide,Ottha,Henu,Upum","fillers","hebb",17,691297,"0.0-4.0-13.0","4e3b4uwv3huu",NA,"Tree Uwit falls on trail of route Pide.","Uwit","falls on",10895,3,"falls on","Uwit","Pide","Pide","2",15,TRUE,TRUE,TRUE,0,1,"storm2"
"storm","Ebib,Uwit,Pide,Ottha,Henu,Upum","fillers","hebb",17,691297,"0.0-4.0-13.0","4e3b4uwv3huu",NA,"Route Pide is blocked.","Pide","is blocked",11264,2,"is blocked","Pide",NA,NA,"3",15,TRUE,NA,TRUE,0,1,"storm3"
"mining","Eyem,Zimob,Eshov,Afi,Eefar,Thisun","fillers","hebb",18,739030,"0.0-4.0-14.0","4e3b4uwv3huu",NA,"Mining company Eyem has a lot of resource Zimob.","Eyem","is filled with",14389,3,"has a lot of","Eyem","Zimob","Zimob","1",16,TRUE,TRUE,FALSE,0,0.666666666666667,"mining1"
"mining","Eyem,Zimob,Eshov,Afi,Eefar,Thisun","fillers","hebb",18,739030,"0.0-4.0-14.0","4e3b4uwv3huu",NA,"Resource Zimob is sparse in country Eshov.","Zimob","is sparse in",10122,3,"is sparse in","Zimob","Eshov","Eshov","2",16,TRUE,TRUE,TRUE,0,1,"mining2"
"mining","Eyem,Zimob,Eshov,Afi,Eefar,Thisun","fillers","hebb",18,739030,"0.0-4.0-14.0","4e3b4uwv3huu",NA,"Country Eshov starts negotiating.","Eshov","starts trading",12716,3,"starts negotiating","Eshov",NA,NA,"3",16,TRUE,NA,FALSE,0,0.5,"mining3"
"fox","Ubug,Gelyp,Kewos,Adjo,Avyth,Felac","analogues","hebb",19,781091,"0.0-4.0-15.0","4e3b4uwv3huu",NA,"Fox Ubug digs tunnel Gelyp.","Ubug","digs",12130,3,"digs","Ubug","Gelyp","Gelyp","1",17,TRUE,TRUE,TRUE,0,1,"fox1"
"fox","Ubug,Gelyp,Kewos,Adjo,Avyth,Felac","analogues","hebb",19,781091,"0.0-4.0-15.0","4e3b4uwv3huu",NA,"Tunnel Gelyp leads to coop of chicken Kewos.","Gelyp","leads to sth. of",8870,3,"leads to sth. of","Gelyp","Kewos","Kewos","2",17,TRUE,TRUE,TRUE,0,1,"fox2"
"fox","Ubug,Gelyp,Kewos,Adjo,Avyth,Felac","analogues","hebb",19,781091,"0.0-4.0-15.0","4e3b4uwv3huu",NA,"Chicken Kewos is devoured.","Kewos","is devoured",10555,2,"is devoured","Kewos",NA,NA,"3",17,TRUE,NA,TRUE,0,1,"fox3"
"robber","Olef,Afik,Gena,Hize,Zishu,Ifeh","analogues","hebb",20,829199,"0.0-4.0-16.0","4e3b4uwv3huu",NA,"Criminal Olef learns about security issue Afik.","Olef","learns about",14202,3,"learns about","Olef","Afik","Afik","1",18,TRUE,TRUE,TRUE,0,1,"robber1"
"robber","Olef,Afik,Gena,Hize,Zishu,Ifeh","analogues","hebb",20,829199,"0.0-4.0-16.0","4e3b4uwv3huu",NA,"Security issue Afik suspends alarm system of museum Gena.","Afik","suspends sth. of",12908,3,"suspends sth. of","Afik","Gena","Gena","2",18,TRUE,TRUE,TRUE,0,1,"robber2"
"robber","Olef,Afik,Gena,Hize,Zishu,Ifeh","analogues","hebb",20,829199,"0.0-4.0-16.0","4e3b4uwv3huu",NA,"Museum Gena gets robbed.","Gena","gets robbed",10494,2,"gets robbed","Gena",NA,NA,"3",18,TRUE,NA,TRUE,0,1,"robber3"
"school","Meuf,Ewey,Orok,Assit,Ihab,Dugoz","burns","hebb",4,156169,"0.0-4.0-0.0","4temutmp6jf0",NA,"School girl Meuf beats boy Ewey.","Meuf","punches",12346,3,"beats","Meuf","Ewey","Ewey","1",2,TRUE,TRUE,FALSE,0,0.666666666666667,"school1"
"school","Meuf,Ewey,Orok,Assit,Ihab,Dugoz","burns","hebb",4,156169,"0.0-4.0-0.0","4temutmp6jf0",NA,"Boy Ewey reports to teacher Orok.","Ewey","goes to",15495,4,"reports to","Ewey","Orok","Orok","2",2,TRUE,TRUE,FALSE,0,0.666666666666667,"school2"
"school","Meuf,Ewey,Orok,Assit,Ihab,Dugoz","burns","hebb",4,156169,"0.0-4.0-0.0","4temutmp6jf0",NA,"Teacher Orok calls parents.","Orok","notifies parents",6062,2,"calls parents","Orok",NA,NA,"3",2,TRUE,NA,FALSE,0,0.5,"school3"
"insect","Titho,Ifeh,Afik,Rothuk,Lothe,Zimob","burns","hebb",5,200874,"0.0-4.0-1.0","4temutmp6jf0",NA,"Perfume Titho attracts insect Ifeh.","Titho","smells",13593,3,"attracts","Titho","Ifeh","Ifeh","1",3,TRUE,TRUE,FALSE,0,0.666666666666667,"insect1"
"insect","Titho,Ifeh,Afik,Rothuk,Lothe,Zimob","burns","hebb",5,200874,"0.0-4.0-1.0","4temutmp6jf0",NA,"Insect Ifeh attacks woman Afik.","Ifeh","attacks",15974,5,"attacks","Ifeh","Afik","Afik","2",3,TRUE,TRUE,TRUE,0,1,"insect2"
"insect","Titho,Ifeh,Afik,Rothuk,Lothe,Zimob","burns","hebb",5,200874,"0.0-4.0-1.0","4temutmp6jf0",NA,"Woman Afik has an allergic reaction.","Afik","has an allergic reaction",4633,2,"has an allergic reaction","Afik",NA,NA,"3",3,TRUE,NA,TRUE,0,1,"insect3"
"fish","Eshov,Reok,Roze,Idog,Lyde,Ofes","burns","hebb",6,243924,"0.0-4.0-2.0","4temutmp6jf0",NA,"Fisher Eshov cultivates sea grass Reok.","Eshov","cultivates",14328,3,"cultivates","Eshov","Reok","Reok","1",4,TRUE,TRUE,TRUE,0,1,"fish1"
